requirement_id,type,actor,requirement,priority,verification,source,legal_basis,control_id,owner_module,implementation_artifact,release_gate,status,acceptance_evidence,design_surface,api_operations,database_entities,privacy_security_review,approval_owner,residual_risk
FR-AUD-04,Functional,Auditor / Regulator,"Regulator requests shall be handled through verified authority identity, legal scope, controlled disclosure and chain of custody.",Must,Regulator request exercise,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-04,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Regulator request exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AUD-05,Functional,Auditor / Regulator,"Auditor access shall not expose unrelated tenant, candidate, special-category or trade-secret information.",Must,Negative access and redaction tests,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-05,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Negative access and redaction tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
FR-AUD-06,Functional,Auditor / Regulator,Audit findings shall create corrective actions without allowing auditors to alter production evidence.,Must,Finding-to-CAPA and read-only tests,AI Act provider/deployer evidence and authority cooperation,"EU AI Act Arts 18-21, 74 and 77-78; GDPR accountability and confidentiality",CTRL-FR-AUD-06,Audit and Evidence Access,UI + API + service policy + database + audit event + automated acceptance test,G7 Formal high-risk AI compliance,Specified; evidence not yet supplied,Automated/manual evidence for Finding-to-CAPA and read-only tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,"audit.*, governance.*",Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-01,Non-functional,All actors / System,"AI Act evidence required for a release shall be versioned, immutable after approval, hash-verifiable and reproducible from authorised interfaces.",Must,Evidence-pack reconstruction exercise,"EU AI Act Arts 11-12, 18-19","EU AI Act Arts 11-12, 18-19",CTRL-NFR-ACT-01,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Evidence-pack reconstruction exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-02,Non-functional,All actors / System,"Automatically generated high-risk AI logs under deployer control shall support a configurable minimum retention of six months, subject to longer/shorter overriding law and GDPR minimisation.",Must,Retention-policy and deletion tests,EU AI Act Art 26(6); GDPR Art 5,EU AI Act Art 26(6); GDPR Art 5,CTRL-NFR-ACT-02,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Retention-policy and deletion tests,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-03,Non-functional,All actors / System,"The system shall expose declared accuracy, robustness and cybersecurity metrics by released system/model version and use case.",Must,Metric declaration and report test,EU AI Act Art 15,EU AI Act Art 15,CTRL-NFR-ACT-03,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Metric declaration and report test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-04,Non-functional,All actors / System,"A model, prompt, rubric, data, purpose, autonomy, integration or monitoring change shall not reach production until materiality classification and required re-evaluation complete.",Must,Change-control release gate,"EU AI Act Arts 9, 43, 72","EU AI Act Arts 9, 43, 72",CTRL-NFR-ACT-04,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Change-control release gate,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-05,Non-functional,All actors / System,"Human-oversight workflows shall be usability-tested for competence, time, information, authority, automation bias and real override behaviour.",Must,Observed oversight study,EU AI Act Art 14 and Art 26(2),EU AI Act Art 14 and Art 26(2),CTRL-NFR-ACT-05,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Observed oversight study,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-06,Non-functional,All actors / System,"System and provider stop controls shall reach a safe state within an approved target and preserve evidence of trigger, scope and recovery.",Must,Kill-switch and recovery exercise,"EU AI Act Arts 14, 20 and 26","EU AI Act Arts 14, 20 and 26",CTRL-NFR-ACT-06,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Kill-switch and recovery exercise,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-ACT-07,Non-functional,All actors / System,Post-market signals shall be monitored at defined intervals with thresholds that open human review or suspension rather than altering individual outcomes.,Must,Post-market monitoring test,EU AI Act Art 72,EU AI Act Art 72,CTRL-NFR-ACT-07,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Post-market monitoring test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-SEC-07,Non-functional,All actors / System,"Authentication secrets, recovery codes and reset tokens shall be hashed or encrypted as appropriate, single-purpose, rotated and absent from logs.",Must,Secrets and authentication data test,GDPR Art 32; OWASP ASVS,GDPR Art 32; OWASP ASVS,CTRL-NFR-SEC-07,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Secrets and authentication data test,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
NFR-SEC-08,Non-functional,All actors / System,"All file uploads shall have type, size, content, malware and archive-bomb controls before use by reviewers, AI, plugins or sandboxes.",Must,Malicious upload test suite,GDPR Art 32; AI Act Art 15,GDPR Art 32; AI Act Art 15,CTRL-NFR-SEC-08,Cross-cutting architecture and quality,Architecture control + CI/release gate + operational evidence,G9 Non-functional release gate,Specified; evidence not yet supplied,Automated/manual evidence for Malicious upload test suite,Role journey + normal/loading/empty/error/denied/expired/success states,Internal service/control or endpoint mapping to be refined during design,Cross-cutting; see field-level data dictionary,Required before release,Product + module owner + control owner; DPO/Legal/Compliance where cited,Unassessed until implementation and verification evidence exists
