schema,table,table_purpose,column,data_type,nullable,default,primary_key,foreign_key,unique,column_purpose,data_classification,special_category,tenant_scope,access_roles,lawful_basis_note,retention_rule,mutability,encryption,audit_event
review,scorecards,Reviewer-owned scorecard,id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,assignment_id,uuid,No,,No,review.reviewer_assignments(id),Yes,Assignment reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,rubric_version_id,uuid,No,,No,assessment.rubric_versions(id),No,Rubric version reference,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,status,text,No,,No,,No,Controlled lifecycle state,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,overall_confidence,"numeric(5,4)",Yes,,No,,No,Overall confidence,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,summary,text,Yes,,No,,No,Summary,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,submitted_at,timestamptz,Yes,,No,,No,Submitted timestamp,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,created_at,timestamptz,No,now(),No,,No,Immutable record creation time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Append-only / immutable,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
review,scorecards,Reviewer-owned scorecard,updated_at,timestamptz,No,now(),No,,No,Last mutable update time in UTC,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
runtime,artifacts,"Object metadata for files, code and documents",id,uuid,No,gen_random_uuid(),Yes,,No,Stable record identifier,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
runtime,artifacts,"Object metadata for files, code and documents",tenant_id,uuid,No,,No,tenant.organizations(id),No,Employer tenant isolation key,Restricted assessment evidence,No,Direct tenant_id,Candidate where applicable; assigned reviewer; authorised support/compliance,Contract/legal obligation/legitimate interests as documented; never infer consent from notice acknowledgement,Assessment evidence schedule; legal hold aware,Mutable through audited service command,Encrypted at rest and in transit,Required for create/update/delete/read-export where material
